,,,,,,,,,,,,
,Apex Fifth LLP,Enterprise,software,,United States,Pennsylvania,Pittsburgh,Competitor,001NS00002gm2VN,001NS00002gm2VNYAY,"$742,409,862",
,,,Subtotal,Sum,,,,,,,"$742,409,862",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$742,409,862",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$742,409,862",
,,,,Count,1,,,,,,,
,Apex Fifth Logistics,Enterprise,software,,United States,Florida,Miami,Prospect,001NS00002gm2VA,001NS00002gm2VAYAY,"$295,391,628",
,,,Subtotal,Sum,,,,,,,"$295,391,628",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$295,391,628",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$295,391,628",
,,,,Count,1,,,,,,,
,Apex Fifth Ltd.,Enterprise,Telecommunications,,United States,Pennsylvania,Allentown,Prospect,001NS00002gm2Up,001NS00002gm2UpYAI,"$298,744,808",
,,,Subtotal,Sum,,,,,,,"$298,744,808",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$298,744,808",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$298,744,808",
,,,,Count,1,,,,,,,
,Apex Fifth Networks,Enterprise,software,,United States,Pennsylvania,Pittsburgh,Partner,001NS00002gm2VO,001NS00002gm2VOYAY,"$884,287,514",
,,,Subtotal,Sum,,,,,,,"$884,287,514",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$884,287,514",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$884,287,514",
,,,,Count,1,,,,,,,
,Apex Fifth Systems,Enterprise,software,,United States,Pennsylvania,Allentown,Partner,001NS00002gm2Uq,001NS00002gm2UqYAI,"$384,317,066",
,,,Subtotal,Sum,,,,,,,"$384,317,066",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$384,317,066",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$384,317,066",
,,,,Count,1,,,,,,,
,Apex First Branch,Enterprise,medical,,United States,Florida,Orlando,Partner,001NS00002gm2VF,001NS00002gm2VFYAY,"$686,381,702",
,,,Subtotal,Sum,,,,,,,"$686,381,702",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$686,381,702",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$686,381,702",
,,,,Count,1,,,,,,,
,Apex First Dynamics,Enterprise,Retail,,United States,Florida,Orlando,Competitor,001NS00002gm2VG,001NS00002gm2VGYAY,"$569,935,651",
,,,Subtotal,Sum,,,,,,,"$569,935,651",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$569,935,651",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$569,935,651",
,,,,Count,1,,,,,,,
,Apex First Holdings,Enterprise,Retail,,Brazil,Minas Gerais,Juiz de For a,Competitor,001NS00002gm2V9,001NS00002gm2V9YAI,"$383,833,603",
,,,Subtotal,Sum,,,,,,,"$383,833,603",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$383,833,603",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$383,833,603",
,,,,Count,1,,,,,,,
,Apex First Industries,Enterprise,software,,United States,Texas,Austin,Prospect,001NS00002gm2Ut,001NS00002gm2UtYAI,"$844,816,024",
,,,Subtotal,Sum,,,,,,,"$844,816,024",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$844,816,024",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$844,816,024",
,,,,Count,1,,,,,,,
,Apex First LLC,Mid-Market,medical,,United States,Ohio,Cincinnati,Competitor,001NS00002gm2V0,001NS00002gm2V0YAI,"$95,725,886",
,,,Subtotal,Sum,,,,,,,"$95,725,886",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$95,725,886",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$95,725,886",
,,,,Count,1,,,,,,,
,Apex First LLP,Enterprise,services,,United States,Pennsylvania,Allentown,Competitor,001NS00002gm2Ur,001NS00002gm2UrYAI,"$453,669,396",
,,,Subtotal,Sum,,,,,,,"$453,669,396",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$453,669,396",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$453,669,396",
,,,,Count,1,,,,,,,
,Apex First Logistics,Enterprise,medical,,United States,California,San Diego,Partner,001NS00002gm2VV,001NS00002gm2VVYAY,"$802,806,042",
,,,Subtotal,Sum,,,,,,,"$802,806,042",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$802,806,042",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$802,806,042",
,,,,Count,1,,,,,,,
,Apex First LP,Enterprise,Entertainment,,United States,Florida,Tampa,Competitor,001NS00002gm2Va,001NS00002gm2VaYAI,"$809,747,818",
,,,Subtotal,Sum,,,,,,,"$809,747,818",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$809,747,818",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$809,747,818",
,,,,Count,1,,,,,,,
,Apex First Nonprofit,Enterprise,services,,United States,Illinois,Chicago,Competitor,001NS00002gm2Ux,001NS00002gm2UxYAI,"$638,050,883",
,,,Subtotal,Sum,,,,,,,"$638,050,883",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$638,050,883",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$638,050,883",
,,,,Count,1,,,,,,,
,Apex First Partners,Enterprise,medical,,United States,California,San Diego,Competitor,001NS00002gm2VW,001NS00002gm2VWYAY,"$435,483,107",
,,,Subtotal,Sum,,,,,,,"$435,483,107",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$435,483,107",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$435,483,107",
,,,,Count,1,,,,,,,
,Apex First S Corp,Enterprise,employment,,United States,Pennsylvania,Pittsburgh,Prospect,001NS00002gm2VP,001NS00002gm2VPYAY,"$617,458,046",
,,,Subtotal,Sum,,,,,,,"$617,458,046",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$617,458,046",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$617,458,046",
,,,,Count,1,,,,,,,
,Apex First Ventures,Enterprise,Retail,,United States,Pennsylvania,Philadelphia,Partner,001NS00002gm2VL,001NS00002gm2VLYAY,"$591,869,760",
,,,Subtotal,Sum,,,,,,,"$591,869,760",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$591,869,760",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$591,869,760",
,,,,Count,1,,,,,,,
,Apex Fourth Consulting,Enterprise,medical,,Japan,Osaka,Osaka,Prospect,001NS00002gm2VI,001NS00002gm2VIYAY,"$907,028,393",
,,,Subtotal,Sum,,,,,,,"$907,028,393",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$907,028,393",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$907,028,393",
,,,,Count,1,,,,,,,
,Apex Fourth Corp,Enterprise,marketing,,United States,Ohio,Columbus,Prospect,001NS00002gm2V5,001NS00002gm2V5YAI,"$616,442,862",
,,,Subtotal,Sum,,,,,,,"$616,442,862",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$616,442,862",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$616,442,862",
,,,,Count,1,,,,,,,
,Apex Fourth Dynamics,Enterprise,Telecommunications,,United States,California,San Francisco,Competitor,001NS00002gm2VZ,001NS00002gm2VZYAY,"$359,687,953",
,,,Subtotal,Sum,,,,,,,"$359,687,953",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$359,687,953",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$359,687,953",
,,,,Count,1,,,,,,,
,Apex Fourth Enterprises,Enterprise,technolgy,,United States,Illinois,Rockford,Partner,001NS00002gm2VR,001NS00002gm2VRYAY,"$708,983,451",
,,,Subtotal,Sum,,,,,,,"$708,983,451",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$708,983,451",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$708,983,451",
,,,,Count,1,,,,,,,
,Apex Fourth Holdings,Enterprise,technolgy,,United States,Ohio,Cleveland,Competitor,001NS00002gm2V2,001NS00002gm2V2YAI,"$420,546,072",
,,,Subtotal,Sum,,,,,,,"$420,546,072",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$420,546,072",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$420,546,072",
,,,,Count,1,,,,,,,
,Apex Fourth Inc.,Enterprise,employment,,United States,Ohio,Columbus,Competitor,001NS00002gm2V6,001NS00002gm2V6YAI,"$529,005,668",
,,,Subtotal,Sum,,,,,,,"$529,005,668",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$529,005,668",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$529,005,668",
,,,,Count,1,,,,,,,
,Apex Fourth Industries,Enterprise,services,,United States,Pennsylvania,Erie,Prospect,001NS00002gm2V7,001NS00002gm2V7YAI,"$509,564,573",
,,,Subtotal,Sum,,,,,,,"$509,564,573",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$509,564,573",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$509,564,573",
,,,,Count,1,,,,,,,
,Apex Fourth Ltd.,Enterprise,employment,,United States,Pennsylvania,Erie,Competitor,001NS00002gm2V8,001NS00002gm2V8YAI,"$396,872,963",
,,,Subtotal,Sum,,,,,,,"$396,872,963",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$396,872,963",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$396,872,963",
,,,,Count,1,,,,,,,
,Apex Fourth Networks,Enterprise,marketing,,United States,Illinois,Rockford,Competitor,001NS00002gm2VS,001NS00002gm2VSYAY,"$684,179,880",
,,,Subtotal,Sum,,,,,,,"$684,179,880",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$684,179,880",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$684,179,880",
,,,,Count,1,,,,,,,
,Apex Fourth S Corp,Enterprise,Entertainment,,United States,Illinois,Chicago,Competitor,001NS00002gm2Uy,001NS00002gm2UyYAI,"$286,034,368",
,,,Subtotal,Sum,,,,,,,"$286,034,368",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$286,034,368",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$286,034,368",
,,,,Count,1,,,,,,,
,Apex Fourth Services,Enterprise,medical,,United States,Ohio,Cleveland,Competitor,001NS00002gm2V3,001NS00002gm2V3YAI,"$533,339,511",
,,,Subtotal,Sum,,,,,,,"$533,339,511",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$533,339,511",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$533,339,511",
,,,,Count,1,,,,,,,
,Apex Fourth Systems,Enterprise,employment,,United States,Florida,Tampa,Prospect,001NS00002gm2Vb,001NS00002gm2VbYAI,"$496,987,391",
,,,Subtotal,Sum,,,,,,,"$496,987,391",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$496,987,391",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$496,987,391",
,,,,Count,1,,,,,,,
,Apex Fourth Technologies,Enterprise,Retail,,United States,New York,Buffalo,Competitor,001NS00002gm2Uw,001NS00002gm2UwYAI,"$586,889,535",
,,,Subtotal,Sum,,,,,,,"$586,889,535",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$586,889,535",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$586,889,535",
,,,,Count,1,,,,,,,
,Apex Fourth Ventures,Enterprise,technolgy,,United States,New York,New York City,Competitor,001NS00002gm2VD,001NS00002gm2VDYAY,"$630,358,962",
,,,Subtotal,Sum,,,,,,,"$630,358,962",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$630,358,962",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$630,358,962",
,,,,Count,1,,,,,,,
,Apex Second Consulting,Enterprise,employment,,United States,Pennsylvania,Philadelphia,Partner,001NS00002gm2VM,001NS00002gm2VMYAY,"$633,851,425",
,,,Subtotal,Sum,,,,,,,"$633,851,425",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$633,851,425",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$633,851,425",
,,,,Count,1,,,,,,,
,Apex Second Corp,Enterprise,medical,,United States,Florida,Orlando,Competitor,001NS00002gm2VH,001NS00002gm2VHYAY,"$768,670,255",
,,,Subtotal,Sum,,,,,,,"$768,670,255",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$768,670,255",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$768,670,255",
,,,,Count,1,,,,,,,
,Apex Second Enterprises,Enterprise,Telecommunications,,United States,New York,Albany,Competitor,001NS00002gm2Um,001NS00002gm2UmYAI,"$752,885,808",
,,,Subtotal,Sum,,,,,,,"$752,885,808",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$752,885,808",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$752,885,808",
,,,,Count,1,,,,,,,
,Apex Second Group,Enterprise,Telecommunications,,United States,Illinois,Aurora,Partner,001NS00002gm2Us,001NS00002gm2UsYAI,"$555,895,569",
,,,Subtotal,Sum,,,,,,,"$555,895,569",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$555,895,569",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$555,895,569",
,,,,Count,1,,,,,,,
,Apex Second Inc.,Enterprise,Retail,,United States,New York,Albany,Partner,001NS00002gm2Un,001NS00002gm2UnYAI,"$288,106,898",
,,,Subtotal,Sum,,,,,,,"$288,106,898",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$288,106,898",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$288,106,898",
,,,,Count,1,,,,,,,
,Apex Second Industries,Enterprise,technolgy,,Brazil,Minas Gerais,Uberlândia,Competitor,001NS00002gm2Ve,001NS00002gm2VeYAI,"$810,342,366",
,,,Subtotal,Sum,,,,,,,"$810,342,366",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$810,342,366",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$810,342,366",
,,,,Count,1,,,,,,,
,Apex Second LLC,Enterprise,Entertainment,,United States,New York,Albany,Competitor,001NS00002gm2Uo,001NS00002gm2UoYAI,"$792,051,392",
,,,Subtotal,Sum,,,,,,,"$792,051,392",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$792,051,392",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$792,051,392",
,,,,Count,1,,,,,,,
,Apex Second LLP,Enterprise,Retail,,United States,Illinois,Rockford,Competitor,001NS00002gm2VT,001NS00002gm2VTYAY,"$685,463,118",
,,,Subtotal,Sum,,,,,,,"$685,463,118",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$685,463,118",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$685,463,118",
,,,,Count,1,,,,,,,
,Apex Second LP,Enterprise,software,,United States,Ohio,Cleveland,Competitor,001NS00002gm2V4,001NS00002gm2V4YAI,"$762,597,562",
,,,Subtotal,Sum,,,,,,,"$762,597,562",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$762,597,562",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$762,597,562",
,,,,Count,1,,,,,,,
,Apex Second Nonprofit,Enterprise,services,,Germany,,Augsburg,Partner,001NS00002gwpn9,001NS00002gwpn9YAA,"$471,381,522",
,,,Subtotal,Sum,,,,,,,"$471,381,522",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$471,381,522",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$471,381,522",
,,,,Count,1,,,,,,,
,Apex Second Solutions,Enterprise,Retail,,United States,Ohio,Toledo,Prospect,001NS00002gm2Vd,001NS00002gm2VdYAI,"$455,506,104",
,,,Subtotal,Sum,,,,,,,"$455,506,104",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$455,506,104",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$455,506,104",
,,,,Count,1,,,,,,,
,Apex Second Ventures,Enterprise,software,,United States,Texas,Austin,Prospect,001NS00002gm2Uu,001NS00002gm2UuYAI,"$545,167,720",
,,,Subtotal,Sum,,,,,,,"$545,167,720",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$545,167,720",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$545,167,720",
,,,,Count,1,,,,,,,
,Apex Third Consulting,Enterprise,services,,United States,Florida,Miami,Prospect,001NS00002gm2VB,001NS00002gm2VBYAY,"$359,376,972",
,,,Subtotal,Sum,,,,,,,"$359,376,972",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$359,376,972",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$359,376,972",
,,,,Count,1,,,,,,,
,Apex Third Enterprises,Enterprise,software,,United States,California,San Diego,Partner,001NS00002gm2VX,001NS00002gm2VXYAY,"$533,009,539",
,,,Subtotal,Sum,,,,,,,"$533,009,539",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$533,009,539",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$533,009,539",
,,,,Count,1,,,,,,,
,Apex Third Group,Enterprise,marketing,,United States,Florida,Miami,Partner,001NS00002gm2VC,001NS00002gm2VCYAY,"$956,268,031",
,,,Subtotal,Sum,,,,,,,"$956,268,031",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$956,268,031",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$956,268,031",
,,,,Count,1,,,,,,,
,Apex Third Holdings,Enterprise,services,,United States,Ohio,Cincinnati,Competitor,001NS00002gm2V1,001NS00002gm2V1YAI,"$606,497,091",
,,,Subtotal,Sum,,,,,,,"$606,497,091",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$606,497,091",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$606,497,091",
,,,,Count,1,,,,,,,
,Apex Third Industries,Enterprise,medical,,United States,Illinois,Chicago,Partner,001NS00002gm2Uz,001NS00002gm2UzYAI,"$616,933,341",
,,,Subtotal,Sum,,,,,,,"$616,933,341",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$616,933,341",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$616,933,341",
,,,,Count,1,,,,,,,
,Apex Third LP,Enterprise,services,,United States,Texas,Austin,Competitor,001NS00002gm2Uv,001NS00002gm2UvYAI,"$943,145,384",
,,,Subtotal,Sum,,,,,,,"$943,145,384",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$943,145,384",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$943,145,384",
,,,,Count,1,,,,,,,
,Apex Third Nonprofit,Enterprise,Entertainment,,United States,Texas,San Antonio,Competitor,001NS00002gm2VU,001NS00002gm2VUYAY,"$600,578,285",
,,,Subtotal,Sum,,,,,,,"$600,578,285",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$600,578,285",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$600,578,285",
,,,,Count,1,,,,,,,
,Apex Third Partners,Enterprise,marketing,,United States,Pennsylvania,Pittsburgh,Prospect,001NS00002gm2VQ,001NS00002gm2VQYAY,"$914,064,168",
,,,Subtotal,Sum,,,,,,,"$914,064,168",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$914,064,168",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$914,064,168",
,,,,Count,1,,,,,,,
,Apex Third Services,Enterprise,Telecommunications,,United States,California,San Diego,Prospect,001NS00002gm2VY,001NS00002gm2VYYAY,"$580,497,781",
,,,Subtotal,Sum,,,,,,,"$580,497,781",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$580,497,781",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$580,497,781",
,,,,Count,1,,,,,,,
,Apex Third Ventures,Enterprise,Finance,,United States,New York,New York City,Competitor,001NS00002gm2VE,001NS00002gm2VEYAY,"$884,101,080",
,,,Subtotal,Sum,,,,,,,"$884,101,080",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$884,101,080",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$884,101,080",
,,,,Count,1,,,,,,,
,Atlas Fifth Corp,Enterprise,employment,,United States,California,San Diego,Competitor,001NS00002gm2WS,001NS00002gm2WSYAY,"$751,346,607",
,,,Subtotal,Sum,,,,,,,"$751,346,607",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$751,346,607",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$751,346,607",
,,,,Count,1,,,,,,,
,Atlas Fifth Enterprises,Enterprise,technolgy,,United States,Pennsylvania,Pittsburgh,Partner,001NS00002gm2WK,001NS00002gm2WKYAY,"$382,086,725",
,,,Subtotal,Sum,,,,,,,"$382,086,725",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$382,086,725",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$382,086,725",
,,,,Count,1,,,,,,,
,Atlas Fifth Group,Enterprise,marketing,,United States,Florida,Jacksonville,Prospect,001NS00002gm2W4,001NS00002gm2W4YAI,"$470,628,289",
,,,Subtotal,Sum,,,,,,,"$470,628,289",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$470,628,289",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$470,628,289",
,,,,Count,1,,,,,,,
,Atlas Fifth Inc.,Enterprise,Telecommunications,,United States,Illinois,Aurora,Competitor,001NS00002gm2Vi,001NS00002gm2ViYAI,"$845,867,727",
,,,Subtotal,Sum,,,,,,,"$845,867,727",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$845,867,727",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$845,867,727",
,,,,Count,1,,,,,,,
,Atlas Fifth Industries,Enterprise,services,,United States,California,San Francisco,Prospect,001NS00002gm2WU,001NS00002gm2WUYAY,"$432,002,452",
,,,Subtotal,Sum,,,,,,,"$432,002,452",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$432,002,452",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$432,002,452",
,,,,Count,1,,,,,,,
,Atlas Fifth Logistics,Mid-Market,marketing,,United States,Texas,Austin,Competitor,001NS00002gm2Vm,001NS00002gm2VmYAI,"$203,358,512",
,,,Subtotal,Sum,,,,,,,"$203,358,512",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$203,358,512",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$203,358,512",
,,,,Count,1,,,,,,,
,Atlas Fifth LP,Enterprise,Finance,,United States,California,Los Angeles,Competitor,001NS00002gm2W9,001NS00002gm2W9YAI,"$375,020,019",
,,,Subtotal,Sum,,,,,,,"$375,020,019",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$375,020,019",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$375,020,019",
,,,,Count,1,,,,,,,
,Atlas Fifth Ltd.,Enterprise,technolgy,,United States,California,Los Angeles,Competitor,001NS00002gm2WA,001NS00002gm2WAYAY,"$618,005,694",
,,,Subtotal,Sum,,,,,,,"$618,005,694",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$618,005,694",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$618,005,694",
,,,,Count,1,,,,,,,
