,,,,,,,,,,,,
,,,,,Summit Fourth Solutions,Competitor,São Paulo,São Paulo,001NS00002gm37P,001NS00002gm37PYAQ,"$563,447,536",
,,,Subtotal,Sum,,,,,,,"$3,856,269,764",
,,,,Count,5,,,,,,,
,,Subtotal,,Sum,,,,,,,"$4,097,602,415",
,,,,Count,6,,,,,,,
,,marketing,Enterprise,,NextGen Fifth Networks,Competitor,Contagem,Minas Gerais,001NS00002gm2oy,001NS00002gm2oyYAA,"$363,511,843",
,,,,,Nova Fifth Corp,Competitor,Uberlândia,Minas Gerais,001NS00002gm2tF,001NS00002gm2tFYAQ,"$574,293,364",
,,,,,Red Third Ventures,Partner,Santos,São Paulo,001NS00002gm31S,001NS00002gm31SYAQ,"$702,446,619",
,,,,,Summit Third Branch,Competitor,São Paulo,São Paulo,001NS00002gm37Q,001NS00002gm37QYAQ,"$433,333,537",
,,,Subtotal,Sum,,,,,,,"$2,073,585,363",
,,,,Count,4,,,,,,,
,,Subtotal,,Sum,,,,,,,"$2,073,585,363",
,,,,Count,4,,,,,,,
,,employment,Enterprise,,Golden Fourth Consulting,Partner,Uberlândia,Minas Gerais,001NS00002gm2mu,001NS00002gm2muYAA,"$457,864,971",
,,,Subtotal,Sum,,,,,,,"$457,864,971",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$457,864,971",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$21,473,833,224",
,,,,Count,37,,,,,,,
,Canada,Entertainment,SMB,,Right Third Logistics,Partner,Laval,Quebec,001NS00002gm357,001NS00002gm357YAA,"$6,365,413",
,,,Subtotal,Sum,,,,,,,"$6,365,413",
,,,,Count,1,,,,,,,
,,,Enterprise,,Quantum Fifth Industries,Partner,Edmonton,Alberta,001NS00002gm2zG,001NS00002gm2zGYAQ,"$999,423,042",
,,,Subtotal,Sum,,,,,,,"$999,423,042",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$1,005,788,455",
,,,,Count,2,,,,,,,
,,Finance,Mid-Market,,Evergreen Second Ltd.,Partner,Lethbridge,Alberta,001NS00002gm2gh,001NS00002gm2ghYAA,"$125,375,998",
,,,Subtotal,Sum,,,,,,,"$125,375,998",
,,,,Count,1,,,,,,,
,,,Enterprise,,Atlas Third Inc.,Partner,Mississauga,Ontario,001NS00002gm2WD,001NS00002gm2WDYAY,"$612,565,837",
,,,,,Equinox Third LLP,Partner,Laval,Quebec,001NS00002gm2ci,001NS00002gm2ciYAA,"$381,623,808",
,,,,,Iron Fourth Industries,Prospect,Edmonton,Alberta,001NS00002gm2nD,001NS00002gm2nDYAQ,"$446,298,666",
,,,,,NextGen Fourth Technologies,Competitor,Burnaby,British Columbia,001NS00002gm2oq,001NS00002gm2oqYAA,"$661,830,968",
,,,Subtotal,Sum,,,,,,,"$2,102,319,279",
,,,,Count,4,,,,,,,
,,Subtotal,,Sum,,,,,,,"$2,227,695,277",
,,,,Count,5,,,,,,,
,,Retail,Mid-Market,,United Second Solutions,Prospect,Red Deer,Alberta,001NS00002gm39g,001NS00002gm39gYAA,"$12,425,876",
,,,Subtotal,Sum,,,,,,,"$12,425,876",
,,,,Count,1,,,,,,,
,,,Enterprise,,Redwood Fifth Group,Competitor,Calgary,Alberta,001NS00002gm306,001NS00002gm306YAA,"$451,669,986",
,,,,,Red Fifth Holdings,Partner,Toronto,Ontario,001NS00002gm31h,001NS00002gm31hYAA,"$657,363,701",
,,,,,Silver Fourth Technologies,Partner,Lethbridge,Alberta,001NS00002gm36C,001NS00002gm36CYAQ,"$506,434,976",
,,,Subtotal,Sum,,,,,,,"$1,615,468,663",
,,,,Count,3,,,,,,,
,,Subtotal,,Sum,,,,,,,"$1,627,894,539",
,,,,Count,4,,,,,,,
,,Telecommunications,Enterprise,,Atlas First LLC,Partner,Red Deer,Alberta,001NS00002gm2WN,001NS00002gm2WNYAY,"$250,830,741",
,,,,,Blue Fourth Enterprises,Partner,Gatineau,Quebec,001NS00002gm2au,001NS00002gm2auYAA,"$298,481,018",
,,,,,Pioneer Fourth Solutions,Competitor,Laval,Quebec,001NS00002gm2uT,001NS00002gm2uTYAQ,"$451,648,386",
,,,,,Redwood First Holdings,Competitor,Surrey,British Columbia,001NS00002gm31V,001NS00002gm31VYAQ,"$363,503,317",
,,,,,Redwood Second Group,Competitor,Surrey,British Columbia,001NS00002gm31W,001NS00002gm31WYAQ,"$853,609,093",
,,,,,Silver Fourth Networks,Competitor,Calgary,Alberta,001NS00002gm35t,001NS00002gm35tYAA,"$586,501,360",
,,,Subtotal,Sum,,,,,,,"$2,804,573,915",
,,,,Count,6,,,,,,,
,,Subtotal,,Sum,,,,,,,"$2,804,573,915",
,,,,Count,6,,,,,,,
,,software,Mid-Market,,Summit First Ltd.,Competitor,Toronto,Ontario,001NS00002gm37W,001NS00002gm37WYAQ,"$103,455,304",
,,,Subtotal,Sum,,,,,,,"$103,455,304",
,,,,Count,1,,,,,,,
,,,Enterprise,,Delta First Services,Competitor,Quebec City,Quebec,001NS00002gm2cC,001NS00002gm2cCYAQ,"$625,778,913",
,,,,,Evergreen Second Dynamics,Competitor,Montreal,Quebec,001NS00002gm2gp,001NS00002gm2gpYAA,"$301,775,965",
,,,,,Golden First Ltd.,Competitor,Toronto,Ontario,001NS00002gm2mt,001NS00002gm2mtYAA,"$842,186,886",
,,,,,Miracle Second LLC,Prospect,Quebec City,Quebec,001NS00002gm2oS,001NS00002gm2oSYAQ,"$392,852,641",
,,,,,Red Third Holdings,Prospect,Ottawa,Ontario,001NS00002gm30t,001NS00002gm30tYAA,"$588,344,018",
,,,,,Silver Third Corp,Competitor,Laval,Quebec,001NS00002gm36B,001NS00002gm36BYAQ,"$442,657,883",
,,,,,Silver First S Corp,Competitor,Toronto,Ontario,001NS00002gm36b,001NS00002gm36bYAA,"$264,538,386",
,,,,,United Third LP,Partner,Edmonton,Alberta,001NS00002gm39N,001NS00002gm39NYAQ,"$317,465,172",
,,,Subtotal,Sum,,,,,,,"$3,775,599,864",
,,,,Count,8,,,,,,,
,,Subtotal,,Sum,,,,,,,"$3,879,055,168",
,,,,Count,9,,,,,,,
,,services,Enterprise,,Atlas Third Services,Prospect,Victoria,British Columbia,001NS00002gm2Wc,001NS00002gm2WcYAI,"$290,281,220",
,,,,,NextGen Second Holdings,Competitor,Laval,Quebec,001NS00002gm2pA,001NS00002gm2pAYAQ,"$463,224,328",
,,,,,Quantum First LP,Prospect,Burnaby,British Columbia,001NS00002gm2z9,001NS00002gm2z9YAA,"$515,582,454",
,,,,,Quantum Fifth Partners,Competitor,Edmonton,Alberta,001NS00002gm2zH,001NS00002gm2zHYAQ,"$294,825,929",
,,,Subtotal,Sum,,,,,,,"$1,563,913,931",
,,,,Count,4,,,,,,,
,,Subtotal,,Sum,,,,,,,"$1,563,913,931",
,,,,Count,4,,,,,,,
,,medical,Enterprise,,Atlas Third Holdings,Prospect,Hamilton,Ontario,001NS00002gm2W1,001NS00002gm2W1YAI,"$713,128,088",
,,,,,Golden Fourth LP,Partner,Red Deer,Alberta,001NS00002gm2mk,001NS00002gm2mkYAA,"$444,355,038",
,,,,,Prime Second Partners,Competitor,Quebec City,Quebec,001NS00002gm2yi,001NS00002gm2yiYAA,"$353,577,979",
,,,,,Redwood Fifth Ltd.,Partner,Victoria,British Columbia,001NS00002gm34j,001NS00002gm34jYAA,"$684,019,674",
,,,Subtotal,Sum,,,,,,,"$2,195,080,779",
,,,,Count,4,,,,,,,
,,Subtotal,,Sum,,,,,,,"$2,195,080,779",
,,,,Count,4,,,,,,,
,,technolgy,Enterprise,,Equinox Fifth Inc.,Partner,Victoria,British Columbia,001NS00002gm2dI,001NS00002gm2dIYAQ,"$398,753,055",
,,,,,Iron Third Logistics,Competitor,Montreal,Quebec,001NS00002gm2nT,001NS00002gm2nTYAQ,"$958,842,203",
,,,,,NextGen Third Group,Partner,Hamilton,Ontario,001NS00002gm2p5,001NS00002gm2p5YAA,"$286,316,487",
,,,,,Right First Industries,Competitor,Surrey,British Columbia,001NS00002gm35V,001NS00002gm35VYAQ,"$525,598,166",
,,,Subtotal,Sum,,,,,,,"$2,169,509,911",
,,,,Count,4,,,,,,,
,,Subtotal,,Sum,,,,,,,"$2,169,509,911",
,,,,Count,4,,,,,,,
,,marketing,Mid-Market,,Summit First Dynamics,Competitor,Victoria,British Columbia,001NS00002gm37Y,001NS00002gm37YYAQ,"$231,883,520",
,,,Subtotal,Sum,,,,,,,"$231,883,520",
,,,,Count,1,,,,,,,
,,,Enterprise,,Atlas First Ventures,Competitor,Mississauga,Ontario,001NS00002gm2WC,001NS00002gm2WCYAY,"$911,664,380",
,,,,,Fusion First Technologies,Competitor,Edmonton,Alberta,001NS00002gm2hY,001NS00002gm2hYYAQ,"$723,792,783",
,,,,,Quantum Fourth Partners,Competitor,Lethbridge,Alberta,001NS00002gm2zL,001NS00002gm2zLYAQ,"$734,521,265",
,,,,,United Fifth Technologies,Prospect,Toronto,Ontario,001NS00002gm39y,001NS00002gm39yYAA,"$990,133,679",
,,,Subtotal,Sum,,,,,,,"$3,360,112,107",
,,,,Count,4,,,,,,,
,,Subtotal,,Sum,,,,,,,"$3,591,995,627",
,,,,Count,5,,,,,,,
,,employment,Enterprise,,Evergreen Fifth Systems,Competitor,Calgary,Alberta,001NS00002gm2dN,001NS00002gm2dNYAQ,"$737,459,998",
,,,,,Evergreen Fourth Solutions,Partner,Mississauga,Ontario,001NS00002gm2go,001NS00002gm2goYAA,"$469,776,558",
,,,,,Golden Fifth Industries,Competitor,Mississauga,Ontario,001NS00002gm2jY,001NS00002gm2jYYAQ,"$292,186,075",
,,,Subtotal,Sum,,,,,,,"$1,499,422,631",
,,,,Count,3,,,,,,,
,,Subtotal,,Sum,,,,,,,"$1,499,422,631",
,,,,Count,3,,,,,,,
,Subtotal,,,Sum,,,,,,,"$22,564,930,233",
,,,,Count,46,,,,,,,
,China,technolgy,SMB,,Zencorporation,Customer,Jing’an,Shanghai,001NS00002gm3As,001NS00002gm3AsYAI,"$5,356,508",
,,,Subtotal,Sum,,,,,,,"$5,356,508",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$5,356,508",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$5,356,508",
,,,,Count,1,,,,,,,
,Germany,Entertainment,Mid-Market,,Summit First LLC,Partner,Dortmund,,001NS00002gwqe5,001NS00002gwqe5YAA,"$124,702,274",
,,,Subtotal,Sum,,,,,,,"$124,702,274",
,,,,Count,1,,,,,,,
,,,Enterprise,,Blue Fifth Consulting,Competitor,Karlsruhe,,001NS00002gwpnI,001NS00002gwpnIYAQ,"$408,522,092",
,,,,,Delta Second Networks,Competitor,Frankfurt,,001NS00002gwqcz,001NS00002gwqczYAA,"$677,832,181",
,,,,,Delta Fifth Dynamics,Partner,Stuttgart,,001NS00002gwqd4,001NS00002gwqd4YAA,"$549,242,394",
,,,,,Nova Fourth Dynamics,Partner,Cologne,,001NS00002gwqdX,001NS00002gwqdXYAQ,"$457,387,187",
,,,Subtotal,Sum,,,,,,,"$2,092,983,854",
,,,,Count,4,,,,,,,
,,Subtotal,,Sum,,,,,,,"$2,217,686,128",
,,,,Count,5,,,,,,,
,,Finance,Enterprise,,Atlas Fifth Nonprofit,Competitor,Regensburg,,001NS00002gwpnE,001NS00002gwpnEYAQ,"$777,066,607",
,,,,,Peak Fourth Systems,Prospect,Essen,,001NS00002gwqdc,001NS00002gwqdcYAA,"$432,084,212",
,,,,,Redwood Fourth Inc.,Partner,Essen,,001NS00002gwqdu,001NS00002gwqduYAA,"$755,374,368",
,,,,,Red Second Systems,Competitor,Frankfurt,,001NS00002gwqdv,001NS00002gwqdvYAA,"$972,071,457",
,,,,,United First LP,Competitor,Cologne,,001NS00002gwqe9,001NS00002gwqe9YAA,"$752,488,090",
,,,Subtotal,Sum,,,,,,,"$3,689,084,734",
,,,,Count,5,,,,,,,
,,Subtotal,,Sum,,,,,,,"$3,689,084,734",
,,,,Count,5,,,,,,,
,,Retail,Enterprise,,Global Third Logistics,Competitor,Munich,,001NS00002gwqdF,001NS00002gwqdFYAQ,"$978,139,511",
,,,,,Prime Third Logistics,Prospect,Darmstadt,,001NS00002gwqdi,001NS00002gwqdiYAA,"$750,356,436",
,,,,,Summit First Nonprofit,Competitor,Karlsruhe,,001NS00002gwqe8,001NS00002gwqe8YAA,"$961,416,290",
,,,Subtotal,Sum,,,,,,,"$2,689,912,237",
,,,,Count,3,,,,,,,
,,Subtotal,,Sum,,,,,,,"$2,689,912,237",
,,,,Count,3,,,,,,,
,,Telecommunications,Mid-Market,,Golden Third Systems,Prospect,Darmstadt,,001NS00002gwqdG,001NS00002gwqdGYAQ,"$249,052,096",
,,,Subtotal,Sum,,,,,,,"$249,052,096",
,,,,Count,1,,,,,,,
,,,Enterprise,,Blue Second Corp,Prospect,Wiesbaden,,001NS00002gwqcx,001NS00002gwqcxYAA,"$353,698,885",
,,,,,Fusion First Solutions,Partner,North Rhine-Westphalia,,001NS00002gwqdC,001NS00002gwqdCYAQ,"$377,462,917",
,,,,,Miracle Fourth Group,Prospect,Frankfurt,,001NS00002gwqdN,001NS00002gwqdNYAQ,"$842,107,470",
,,,,,Right Fourth LLP,Competitor,Wiesbaden,,001NS00002gwqdz,001NS00002gwqdzYAA,"$951,936,708",
,,,,,Summit First Group,Prospect,Karlsruhe,,001NS00002gwqe7,001NS00002gwqe7YAA,"$553,052,233",
,,,Subtotal,Sum,,,,,,,"$3,078,258,213",
,,,,Count,5,,,,,,,
,,Subtotal,,Sum,,,,,,,"$3,327,310,309",
,,,,Count,6,,,,,,,
,,software,Mid-Market,,Blue Second Nonprofit,Competitor,Frankfurt,,001NS00002gwpnH,001NS00002gwpnHYAQ,"$205,172,604",
,,,Subtotal,Sum,,,,,,,"$205,172,604",
,,,,Count,1,,,,,,,
,,,Enterprise,,Atlas First Networks,Competitor,Cologne,,001NS00002gwpnA,001NS00002gwpnAYAQ,"$805,106,665",
,,,,,Nova First Enterprises,Competitor,Freiburg,,001NS00002gwqdY,001NS00002gwqdYYAQ,"$728,081,824",
,,,,,Peak Fourth Networks,Competitor,Nuremberg,,001NS00002gwqdd,001NS00002gwqddYAA,"$420,886,355",
,,,Subtotal,Sum,,,,,,,"$1,954,074,844",
,,,,Count,3,,,,,,,
,,Subtotal,,Sum,,,,,,,"$2,159,247,448",
,,,,Count,4,,,,,,,
,,services,Mid-Market,,Newex,Customer,Munich,,001NS00002gwqeA,001NS00002gwqeAYAQ,"$88,893,581",
,,,Subtotal,Sum,,,,,,,"$88,893,581",
,,,,Count,1,,,,,,,
,,,Enterprise,,Apex Second Nonprofit,Partner,Augsburg,,001NS00002gwpn9,001NS00002gwpn9YAA,"$471,381,522",
,,,,,Global Third Solutions,Partner,Dortmund,,001NS00002gwqdE,001NS00002gwqdEYAQ,"$465,965,920",
,,,,,Quantum Fourth Inc.,Partner,North Rhine-Westphalia,,001NS00002gwqdn,001NS00002gwqdnYAA,"$456,587,415",
,,,,,Quantum Second Solutions,Competitor,Mannheim,,001NS00002gwqdp,001NS00002gwqdpYAA,"$308,886,951",
,,,Subtotal,Sum,,,,,,,"$1,702,821,808",
,,,,Count,4,,,,,,,
,,Subtotal,,Sum,,,,,,,"$1,791,715,389",
,,,,Count,5,,,,,,,
,,medical,Enterprise,,Quantum Fifth Networks,Competitor,Essen,,001NS00002gwqdo,001NS00002gwqdoYAA,"$783,025,354",
,,,Subtotal,Sum,,,,,,,"$783,025,354",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$783,025,354",
,,,,Count,1,,,,,,,
,,technolgy,Mid-Market,,Right Third Solutions,Competitor,Frankfurt,,001NS00002gwqdy,001NS00002gwqdyYAA,"$165,973,765",
,,,Subtotal,Sum,,,,,,,"$165,973,765",
,,,,Count,1,,,,,,,
,,,Enterprise,,Atlas Second LLC,Competitor,Freiburg,,001NS00002gwpnC,001NS00002gwpnCYAQ,"$342,131,956",
,,,,,Evergreen Fifth Solutions,Partner,Mannheim,,001NS00002gwqdB,001NS00002gwqdBYAQ,"$590,687,072",
,,,,,Summit Second Partners,Competitor,Frankfurt,,001NS00002gwqe6,001NS00002gwqe6YAA,"$312,990,474",
,,,Subtotal,Sum,,,,,,,"$1,245,809,502",
,,,,Count,3,,,,,,,
,,Subtotal,,Sum,,,,,,,"$1,411,783,267",
,,,,Count,4,,,,,,,
,,marketing,Mid-Market,,Red Fourth Logistics,Prospect,Cologne,,001NS00002gwqds,001NS00002gwqdsYAA,"$113,996,549",
,,,Subtotal,Sum,,,,,,,"$113,996,549",
,,,,Count,1,,,,,,,
,,,Enterprise,,Bear Second Industries,Competitor,Augsburg,,001NS00002gwpnF,001NS00002gwpnFYAQ,"$277,422,984",
,,,,,Delta Third Inc.,Competitor,Regensburg,,001NS00002gwqd2,001NS00002gwqd2YAA,"$656,025,451",
,,,,,Prime Second S Corp,Competitor,Wiesbaden,,001NS00002gwqdk,001NS00002gwqdkYAA,"$766,830,820",
,,,,,Quantum First Services,Prospect,Stuttgart,,001NS00002gwqdq,001NS00002gwqdqYAA,"$408,881,190",
,,,,,Quantum Third LLP,Competitor,Stuttgart,,001NS00002gwqdr,001NS00002gwqdrYAA,"$688,322,215",
,,,,,Silver Third LP,Competitor,Augsburg,,001NS00002gwqe1,001NS00002gwqe1YAA,"$673,233,855",
,,,Subtotal,Sum,,,,,,,"$3,470,716,515",
,,,,Count,6,,,,,,,
,,Subtotal,,Sum,,,,,,,"$3,584,713,064",
,,,,Count,7,,,,,,,
,,employment,Mid-Market,,Atlas Second Partners,Prospect,Frankfurt,,001NS00002gwpnB,001NS00002gwpnBYAQ,"$165,282,561",
,,,Subtotal,Sum,,,,,,,"$165,282,561",
,,,,Count,1,,,,,,,
,,,Enterprise,,NextGen First Logistics,Competitor,Stuttgart,,001NS00002gwqdV,001NS00002gwqdVYAQ,"$576,994,808",
,,,,,Nova Fourth Corp,Competitor,Karlsruhe,,001NS00002gwqdZ,001NS00002gwqdZYAQ,"$726,032,819",
,,,,,Silver Fifth Ltd.,Competitor,Nuremberg,,001NS00002gwqe3,001NS00002gwqe3YAA,"$999,975,617",
,,,Subtotal,Sum,,,,,,,"$2,303,003,244",
,,,,Count,3,,,,,,,
,,Subtotal,,Sum,,,,,,,"$2,468,285,805",
,,,,Count,4,,,,,,,
,Subtotal,,,Sum,,,,,,,"$24,122,763,735",
,,,,Count,44,,,,,,,
,Italy,Retail,Mid-Market,,Genco Pura Olive Oil Company,Customer,Livorno,,001NS00002gwSMe,001NS00002gwSMeYAM,"$222,860,270",
,,,Subtotal,Sum,,,,,,,"$222,860,270",
,,,,Count,1,,,,,,,
,,Subtotal,,Sum,,,,,,,"$222,860,270",
,,,,Count,1,,,,,,,
,Subtotal,,,Sum,,,,,,,"$222,860,270",
,,,,Count,1,,,,,,,
,Japan,Entertainment,Enterprise,,Golden Second Technologies,Competitor,Kamakura,Kanagawa,001NS00002gm2jV,001NS00002gm2jVYAQ,"$260,095,249",
,,,,,Miracle Second Corp,Competitor,Chiyoda,Tokyo,001NS00002gm2o2,001NS00002gm2o2YAA,"$583,173,675",
,,,,,Pioneer Fifth Networks,Competitor,Osaka,Osaka,001NS00002gm2ud,001NS00002gm2udYAA,"$630,450,387",
,,,,,Silver First Group,Competitor,Sakai,Osaka,001NS00002gm36P,001NS00002gm36PYAQ,"$489,765,194",
,,,Subtotal,Sum,,,,,,,"$1,963,484,505",
,,,,Count,4,,,,,,,
,,Subtotal,,Sum,,,,,,,"$1,963,484,505",
,,,,Count,4,,,,,,,
,,Finance,Mid-Market,,NextGen Fourth LLC,Prospect,Shinjuku,Tokyo,001NS00002gm2pT,001NS00002gm2pTYAQ,"$137,617,924",
,,,Subtotal,Sum,,,,,,,"$137,617,924",
,,,,Count,1,,,,,,,
,,,Enterprise,,Golden First Branch,Partner,Hirakata,Osaka,001NS00002gm2jT,001NS00002gm2jTYAQ,"$443,603,021",
,,,,,Miracle First Enterprises,Partner,Sakai,Osaka,001NS00002gm2oY,001NS00002gm2oYYAQ,"$762,477,766",
,,,,,NextGen Third Enterprises,Partner,Chiyoda,Tokyo,001NS00002gm2os,001NS00002gm2osYAA,"$877,570,440",
,,,,,Red Third Networks,Partner,Okazaki,Aichi,001NS00002gm30r,001NS00002gm30rYAA,"$926,637,924",
,,,,,Red Fourth Networks,Competitor,Sakai,Osaka,001NS00002gm31F,001NS00002gm31FYAQ,"$737,188,016",
,,,,,Red Second Ltd.,Competitor,Shinjuku,Tokyo,001NS00002gm31U,001NS00002gm31UYAQ,"$753,971,760",
,,,Subtotal,Sum,,,,,,,"$4,501,448,927",
,,,,Count,6,,,,,,,
